Text,Label
"



In human anatomy, the common iliac veins are formed by the external iliac veins and internal iliac veins. The left and right common iliac veins come together in the abdomen at the level of the fifth lumbar vertebra, forming the inferior vena cava.  They drain blood from the pelvis and lower limbs.
Both common iliac veins are accompanied along their course by common iliac arteries.
",1
"Comparative foot morphology involves comparing the form of distal limb structures of a variety of terrestrial vertebrates.  Understanding the role that the foot plays for each type of organism must take account of the differences in body type, foot shape, arrangement of structures, loading conditions and other variables.  However, similarities also exist among the feet of many different terrestrial vertebrates.  The paw of the dog, the hoof of the horse, the manus (forefoot) and pes (hindfoot) of the elephant, and the foot of the human all share some common features of structure, organization and function.  Their foot structures function as the load-transmission platform which is essential to balance, standing and types of locomotion (such as walking, trotting, galloping and running).
The discipline of biomimetics applies the information gained by comparing the foot morphology of a variety of terrestrial vertebrates to human-engineering problems.  For instance, it may provide insights that make it possible to alter the foot's load transmission in people who wear an external orthosis because of paralysis from spinal-cord injury, or who use a prosthesis following the diabetes-related amputation of a leg.  Such knowledge can be incorporated in technology that improves a person's balance when standing; enables them to walk more efficiently, and to exercise; or otherwise enhances their quality of life by improving their mobility.
",1
The Condyle of humerus is the distal end of the humerus. It is made up of the capitulum and the trochlea.,1
"Conjugate eye movement refers to motor coordination of the eyes that allows for bilateral fixation on a single object.  
A conjugate eye movement is a movement of both eyes in the same direction to maintain binocular gaze (also referred to as “yoked” eye movement). This is in contrast to vergence eye movement, where binocular gaze is maintained by moving eyes in opposite directions, such as going “cross eyed” to view an object moving towards the face. Conjugate eye movements can be in any direction, and can accompany both saccadic eye movements and smooth pursuit eye movements.Conjugate eye movements are used to change the direction of gaze without changing the depth of gaze. This can be used to either follow a moving object, or change focus entirely. When following a moving object, conjugate eye movements allow individuals to stabilize their perception of the moving object, and focus on the object rather than the rest of the visual world. When changing focus, conjugate eye movements allow for the perception of a stabilized world relative to an individual, rather than the perception of the world “jumping” as the individual’s gaze shifts.  Without conjugate eye movements, there would be no synchronicity of the information obtained by each eye, so an individual would not be able to willingly move their eyes around a scene while still maintaining depth perception and scene or object stability.Several centers in the brainstem are involved. Horizontal conjugate gaze is controlled by the nuclei of the Ocular Nerve, CN III, and the Abducens nerve, CN VI, the paramedian pontine reticular formation, and the nucleus prepositus hypoglossi-medial vestibular nucleus. Vertical conjugate gaze is controlled by the nuclei of CN III and the Trochlear nerve, CN IV, the rostral interstitial nucleus of medial longitudinal fasciculus (riMLF), and the interstitial nucleus of Cajal.Disorders of conjugate gaze typically consist of the inability to move one or both eyes in the desired direction, or the inability to prevent eyes from making vergence movements.
Conjugate gaze palsy: Conjugate gaze palsies typically affect horizontal gaze, although some affect upward gaze. Few affect downward gaze. These effects can range in severity from a complete lack of voluntary eye movement to mild impairments in speed, accuracy or range of eye movement.Internuclear ophthalmoplegia: Internuclear ophthalmoplegia affects horizontal gaze, such that one eye is capable of full horizontal movement, while the other is incapable of gazing in the direction contralateral to the affected eye.One and a half syndrome: “One and a half syndrome” also affects horizontal gaze. One eye is completely incapable of horizontal movement, while the other eye is capable of horizontal movement only in one direction away from the midline.",1
"The copula linguae  or copula, is a swelling that forms from the second pharyngeal arch, late in the fourth week of embryogenesis. During the fifth and sixth weeks the copula becomes overgrown and covered by the hypopharyngeal eminence which forms mostly from the third pharyngeal arch and in part from the fourth pharyngeal arch.",1
"The coronary arteries are the arterial blood vessels of coronary circulation, which transport oxygenated blood to the heart muscle. The heart requires a continuous supply of oxygen to function and survive, much like any other tissue or organ of the body.The coronary arteries wrap around the entire heart. The two main branches are the left coronary artery and right coronary artery. The arteries can additionally be categorized based on the area of the heart for which they provide circulation. These categories are called epicardial (above the epicardium, or the outermost tissue of the heart) and microvascular (close to the endocardium, or the innermost tissue of the heart).Reduced function of the coronary arteries can lead to decreased flow of oxygen and nutrients to the heart. Not only does this affect supply to the heart muscle itself, but it also can affect the ability of the heart to pump blood throughout the body. Therefore, any disorder or disease of the coronary arteries can have a serious impact on health, possibly leading to angina, a heart attack, and even death.",1
"Corpora amylacea (CA) (from the Latin meaning ""starch-like bodies;"" also known as wasteosomes) is a general term for small hyaline masses found in the prostate gland, nervous system, lung, and sometimes in other organs of the body.  Corpora amylacea increase in number and size with advancing age, although this increase varies from person to person. In the nervous system, they are particularly abundant in certain neurodegenerative diseases. While their significance is largely unknown, some researchers have suggested that corpora amylacea play a role in the clearance of debris.The composition and appearance of corpora amylacea can differ in different organs.  In the prostate gland, where they are also known as prostatic concretions, corpora amylacea are rich in aggregated protein that has many of the features of amyloid, whereas those in the central nervous system are generally smaller and do not contain amyloid. Corpora amylacea in the central nervous system occur in the foot processes of astrocytes, and they are usually present beneath the pia mater, in the tissues surrounding the ventricles, and around blood vessels. They have been proposed to be part of a family of polyglucosan diseases, in which polymers of glucose collect to form abnormal structures known as polyglucosan bodies. Polyglucosan bodies bearing at least partial resemblance to human corpora amylacea have been observed in various nonhuman species.

",1
"In anatomy and zoology, the cortex (pl.: cortices) is the outermost (or superficial) layer of an organ. Organs with well-defined cortical layers include kidneys, adrenal glands, ovaries, the thymus, and portions of the brain, including the cerebral cortex, the best-known of all cortices.

",1
"Crypts are anatomical structures that are narrow but deep invaginations into a larger structure.
One common type of anatomical crypt is the Crypts of Lieberkühn.  However, it is not the only type: some types of tonsils also have crypts.  Because these crypts allow external access to the deep portions of the tonsils, these tonsils are more vulnerable to infection.


",1
"The deep transverse fascia or transverse intermuscular septum of leg is a transversely placed, intermuscular septum, from the deep fascia,  between the superficial and deep muscles of the back of the leg.
At the sides it is connected to the margins of the tibia and fibula.
Above, where it covers the popliteus, it is thick and dense, and receives an expansion from the tendon of the semimembranosus. It is thinner in the middle of the leg; but below, where it covers the tendons passing behind the malleoli, it is thickened and continuous with the laciniate ligament.


",1
"A dorsiventral (Lat. dorsum, ""the back"", venter, ""the belly"") organ is one that has two surfaces differing from each other in appearance and structure, as an ordinary leaf. This term has also been used as a synonym for dorsoventral organs, those that extend from a dorsal to a ventral surface.
This word is also used to define body structure of an organism, e.g. flatworm have dorsiventrally flattened bodies.",1
"Ectasia (), also called ectasis (), is dilation or distention of a tubular structure, either normal or pathophysiologic but usually the latter (except in atelectasis, where absence of ectasis is the problem).
",1
"An endocast is the internal cast of a hollow object, often referring to the cranial vault in the study of brain development in humans and other organisms.  Endocasts can be artificially made for examining the properties of a hollow, inaccessible space, or they may occur naturally through fossilization.
",1
"The endocochlear potential (EP; also called endolymphatic potential) is the positive voltage of 80-100mV seen in the cochlear endolymphatic spaces. Within the cochlea the EP varies in the magnitude all along its length. When a sound is presented, the endocochlear potential changes either positive or negative in the endolymph, depending on the stimulus. The change in the potential is called the summating potential.
With the movement of the basilar membrane, a shear force is created and a small potential is generated due to a difference in potential between the endolymph (scala media, +80 mV) and the perilymph (vestibular and tympanic ducts, 0 mV). EP is highest in the basal turn of the cochlea (95 mV in mice) and decreases in the magnitude towards the apex (87 mV). In saccule and utricle, endolymphatic potential is about +9 mV and +3mV in the semicircular canal. EP is highly dependent on the metabolism and ionic transport.
An acoustic stimulus produces a simultaneous change in conductance at the membrane of the receptor cell. Because there is a steep gradient (150 mV), changes in membrane conductance are accompanied by rapid influx and efflux of ions which in turn produce the receptor potential. This is known as the Battery Hypothesis. The receptor potential for each hair cell causes a release of neurotransmitter at its basal pole, which elicits excitation of the afferent nerve fibres.
",1
"Endometrial cups form during pregnancy in mares and are the source of equine chorionic gonadotropin (eCG) and a placenta-associated structure, which is derived from the fetus. Their purpose is to increase the immunological tolerance of the mare in order to protect the developing foal.
",1
"

The excretory system is a passive biological system that removes excess, unnecessary materials from the body fluids of an organism, so as to help maintain internal chemical homeostasis and prevent damage to the body. The dual function of excretory systems is the elimination of the waste products of metabolism and to drain the body of used up and broken down components in a liquid and gaseous state. In humans and other amniotes (mammals, birds and reptiles), most of these substances leave the body as urine and to some degree exhalation, mammals also expel them through sweating.
Only the organs specifically used for the excretion are considered a part of the excretory system. In the narrow sense, the term refers to the urinary system. However, as excretion involves several functions that are only superficially related, it is not usually used in more formal classifications of anatomy or function.
As most healthy functioning organs produce metabolic and other wastes, the entire organism depends on the function of the system. Breaking down of one of more of the systems is a serious health condition, for example kidney failure.
",1
"A fenestra (fenestration; pl.: fenestrae or fenestrations) is any small opening or pore, commonly used as a term in the biological sciences. It is the Latin word for ""window"", and is used in various fields to describe a pore in an anatomical structure.
",1
"

Fetal position (British English: also foetal) is the positioning of the body of a prenatal fetus as it develops. In this position, the back is curved, the head is bowed, and the limbs are bent and drawn up to the torso. A compact position is typical for fetuses. Many newborn mammals, especially rodents, remain in a fetal position well after birth.
This type of compact position is used in the medical profession to minimize injury to the neck and chest. 
Some people assume a fetal position when sleeping, especially when the body becomes cold. In some cultures bodies have been buried in fetal position.Sometimes, when a person has suffered extreme physical or psychological trauma (including massive stress), they will assume a similar compact position in which the back is curved forward, the legs are brought up as tightly against the abdomen as possible, the head is bowed as close to the abdomen as possible, and the arms are wrapped around the head to prevent further trauma.
This type of position has been observed in drug addicts, who enter the position when experiencing withdrawal. Sufferers of anxiety are also known to assume the same type of position during panic attacks.
Assuming this type of position and playing dead is often recommended as a strategy to end a bear attack.",1
"The gastric mucosa is the mucous membrane layer of the stomach, which contains the glands and the gastric pits. In humans, it is about 1 mm thick, and its surface is smooth, soft, and velvety. It consists of simple columnar epithelium, lamina propria, and the muscularis mucosae.
",1
"In medicine and anatomy, the general senses are the senses which are perceived due to receptors scattered throughout the body such as touch, temperature, and hunger, rather than tied to a specific structure, as the special senses vision or hearing are. Often, the general senses are associated with a specific drive; that is, the sensation will cause a change in behavior meant to reduce the sensation.

",1
"A geniculum is a small genu, or angular knee-like structure. The term is often used in anatomical nomenclature to designate a sharp knee-like bend in a small structure or organ.For example, in the facial canal, the genicular ganglion is situated on the geniculum of the facial nerve, the point where the nerve changes its direction.",1
"

The greater sciatic foramen is an opening (foramen) in the posterior human pelvis. It is formed by the sacrotuberous and sacrospinous ligaments. The piriformis muscle passes through the foramen and occupies most of its volume. The greater sciatic foramen is wider in women than in men.
",1
"

Gross anatomy is the study of anatomy at the visible or macroscopic level. The counterpart to gross anatomy is the field of histology, which studies microscopic anatomy. Gross anatomy of the human body or other animals seeks to understand the relationship between components of an organism in order to gain a greater appreciation of the roles of those components and their relationships in maintaining the functions of life. The study of gross anatomy can be performed on deceased organisms using dissection or on living organisms using medical imaging. Education in the gross anatomy of humans is included training for most health professionals.
",1
"In anatomy, a hiatus is a natural fissure in a structure. Examples include:

Adductor hiatus
Aortic hiatus
Esophageal hiatus, the opening in the diaphragm through   which the oesophagus passes from the thorax into the abdomen
Greater petrosal nerve hiatus
Maxillary hiatus
Sacral hiatus
Semilunar hiatus",1
"Hilton's law, espoused by John Hilton in a series of medical lectures given in 1860–1862, is the observation that in the study of anatomy, the nerve supplying the muscles extending directly across and acting at a given joint not only supplies the muscle, but also innervates the joint and the skin overlying the muscle. This law remains applicable to anatomy.
For example, the musculocutaneous nerve supplies the elbow joint of humans with pain and proprioception fibres. It also supplies coracobrachialis, biceps brachii, brachialis, and the forearm skin close to the insertion of each of those muscles. Hilton's law arises as a result of the embryological development of humans (or indeed other animals). Hilton based his law upon his extensive anatomical knowledge and clinical experiences. As with most British surgeons of his day (1805–1878), he intensely studied anatomy.
The knee joint is supplied by branches from femoral nerve, sciatic nerve, and obturator nerve because all the three nerves are supplying the muscles moving the joint. These nerves not only innervate the muscles, but also the fibrous capsule, ligaments, and synovial membrane of the knee joint.

",1
"In human anatomy, the hilum (; pl.: hila), sometimes formerly called a hilus (; pl.: hili), is a depression or fissure where structures such as blood vessels and nerves enter an organ. Examples include:

Hilum of kidney, admits the renal artery, vein, ureter, and nerves
Splenic hilum, on the surface of the spleen, admits the splenic artery, vein, lymph vessels, and nerves
Hilum of lung, a triangular depression where the structures which form the root of the lung enter and leave the viscus
Hilum of lymph node, the portion of a lymph node where the efferent vessels exit
Hilus of dentate gyrus, part of hippocampus that contains the mossy cells.",1
"Histology,
also known as microscopic anatomy or microanatomy, is the branch of biology that studies the microscopic anatomy of biological tissues. Histology is the microscopic counterpart to gross anatomy, which looks at larger structures visible without a microscope. Although one may divide microscopic anatomy into organology, the study of organs, histology, the study of tissues, and cytology, the study of cells, modern usage places all of these topics under the field of histology. In medicine, histopathology is the branch of histology that includes the microscopic identification and study of diseased tissue. In the field of paleontology, the term paleohistology refers to the histology of fossil organisms.",1
"The infraorbital vein is a vein that drains structures of the floor of the orbit. It arises on the face and passes backwards through the orbit alongside infraorbital artery and nerve, exiting the orbit through the inferior orbital fissure to drain into the pterygoid venous plexus.

",1
"Injection of vinylite and corrosion is an anatomical technique used to visualize branching and pathways of the circulatory system. It consists of filling the circulatory system of the piece with vinyl acetate and its use of corrosion technique for the removal of the superposed matter, that is, the organic matter. The technique of vinylite followed by corrosion, besides having low cost, provides a long period of conservation, satisfying the need of undergraduate students as the study of anatomy.The technique of filling by vinilite is considered an angiotechnical, which consists of the study of blood vessels. This is used to mark the circulatory system (arterial and venous) with the use of pre-pigmented vinyl acetate to fill the vessels of the part to be studied in order to be able to visualize the ducts and duly filled systems. For corrosion or semi-corrosion, hydrochloric acid is the most viable substance used to obtain templates for the vascularization of organs or parts.

",1
"The internal carotid venous plexus is a network of veins surrounding the internal carotid artery as it passes through the carotid canal. The plexus interconnects the internal jugular vein (extracranially) and cavernous sinus (intracranially).

",1
"The interstitium is a contiguous fluid-filled space existing between a structural barrier, such as a cell membrane or the skin, and internal structures, such as organs, including muscles and the circulatory system. The fluid in this space is called interstitial fluid, comprises water and solutes, and drains into the lymph system. The interstitial compartment is composed of connective and supporting tissues within the body – called the extracellular matrix – that are situated outside the blood and lymphatic vessels and the parenchyma of organs.",1
An introitus is an entrance into a canal or hollow organ.  The vaginal introitus is the opening that leads to the vaginal canal.,1
"

In anatomy, isthmus refers to a constriction between organs. This is a list of anatomical isthmi:

Aortic isthmus, section of the aortic arch
Cavo-tricuspid isthmus of the right atrium of the heart, a body of fibrous tissue in the lower atrium between the inferior vena cava, and the tricuspid valve
Isthmus, the ear side of the eustachian tube
Isthmus, narrowed part between the trunk and the splenium of the corpus callosum
Isthmus, formation of the shell membrane in birds oviduct's
Isthmus lobe, lobe in the prostate
Isthmus of cingulate gyrus
Isthmus of fauces, opening at the back of the mouth into the throat
Isthmus organizer, secondary organizer region at the junction of the midbrain and metencephalon
Isthmus tubae uterinae, links the fallopian tube to the uterus
Kronig isthmus, band of resonance representing the apex of lung
Thyroid isthmus, thin band of tissue connecting some of the lobes that make up the thyroid
Uterine isthmus, inferior-posterior part of uterus",1
"In anatomy, a joint capsule or articular capsule is an envelope surrounding a synovial joint. Each joint capsule has two parts: an outer fibrous layer or membrane, and an inner synovial layer or membrane.
",1
"Lamina is a general anatomical term meaning ""plate"" or ""layer"". It is used in both gross anatomy and microscopic anatomy to describe structures.
Some examples include:

The laminae of the thyroid cartilage: two leaf-like plates of cartilage that make up the walls of the structure.
The vertebral laminae: plates of bone that form the posterior walls of each vertebra, enclosing the spinal cord.
The laminae of the thalamus: the layers of thalamus tissue.
The lamina propria: a connective tissue layer under the epithelium of an organ.
The nuclear lamina: a dense fiber network inside the nucleus of cells.
The lamina affixa: a layer of epithelium growing on the surface of the thalamus.
The lamina of Drosophila is the most peripheral neuropil of the insect visual system.
Lamina cribrosa with two different meanings.",1
"The term laterality refers to the preference most humans show for one side of their body over the other. Examples include left-handedness/right-handedness and left/right-footedness; it may also refer to the primary use of the left or right hemisphere in the brain. It may also apply to animals or plants. The majority of tests have been conducted on humans, specifically to determine the effects on language.
",1
"It is a triangle contained within the Submandibular triangle. Its boundaries are the Hypoglossal Nerve, and the Anterior and Posterior belly of the Digastric muscle. This triangle was named after a German surgeon named Ladislaus Leon Lesser, who lived from 1846 to 1925

",1
"In the field of biomechanics, the lines of non-extension are notional lines running across the human body along which body movement causes neither stretching or contraction. Discovered by Arthur Iberall in work beginning in the 1940s, as part of research into space suit design, they have been further developed by Dava Newman in the development of the Space Activity Suit.They were originally mapped by Iberall by drawing a series of circles over a portion of the body and then watching their deformations as the wearer walked around or performed various tasks. The circles deform into ellipses as the skin stretches over the moving musculature, and these deformations were recorded. After a huge number of such measurements the data is then examined to find all of the possible deformations of the circles, and more importantly, the non-moving points on them where the original circle and the deformed ellipse intersect (at four points per circle). By mapping these points over the entire body, a series of lines are produced.
These lines may then be used to direct the placement of tension elements in a spacesuit to enable constant suit pressure regardless of the motion of the body.",1
"Instruments used in Anatomy dissections are as follows:
",1
"
Instruments used in Forensics, including 
autopsy dissections are as follows:
",1
"Vaginal tumors are neoplasms (tumors) found in the vagina. They can be benign or malignant. A neoplasm is an abnormal growth of tissue that usually forms a tissue mass.
Vaginal neoplasms may be solid, cystic or of mixed type.Vaginal cancers arise from vaginal tissue, with vaginal sarcomas develop from bone, cartilage, fat, muscle, blood vessels or other connective or supportive tissue. Tumors in the vagina may also be metastases (malignant tissue that has spread to the vagina from other parts of the body).
 Cancer that has spread from the colon, bladder, and stomach is far more common than cancer that originates in the vagina itself. Some benign tumors may later progress to become malignant tumors, such as vaginal cancers.
Some neoplastic growths of the vagina are sufficiently rare as to be only described in case studies.Signs and symptoms may include a feeling of pressure, painful intercourse or bleeding. Most vaginal tumors are located during a pelvic exam. Ultrasonography, CT and MRI imaging is used to establish the location and presence or absence of fluid in a tumor. Biopsy provides a more definitive diagnosis.

",1
"Lister's tubercle or dorsal tubercle of radius is a bony prominence located at the distal end of the radius. It is palpable on the dorsum of the wrist.
",1
"In anatomy, a lobe is a clear anatomical division or extension of an organ (as seen for example in the brain, lung, liver, or kidney) that can be determined without the use of a microscope at the gross anatomy level. This is in contrast to the much smaller lobule, which is a clear division only visible under the microscope.Interlobar ducts connect lobes and interlobular ducts connect lobules.
",1
"In biology, a lumen (pl.: lumina) is the inside space of a tubular structure, such as an artery or intestine. It comes from Latin  lumen 'an opening'.
It can refer to:

the interior of a vessel, such as the central space in an artery, vein or capillary through which blood flows
the interior of the gastrointestinal tract
the pathways of the bronchi in the lungs
the interior of renal tubules and urinary collecting ducts
the pathways of the female genital tract, starting with a single pathway of the vagina, splitting up in two lumina in the uterus, both of which continue through the fallopian tubesIn cell biology, a lumen is a membrane-defined space that is found inside several organelles, cellular components, or structures, including thylakoid, endoplasmic reticulum, Golgi apparatus, lysosome, mitochondrion, and microtubule.
",1
"The marginal sinus is a dural venous sinus surrounding the margin of the foramen magnum inside the skull, accommodated by the groove for marginal sinus. It usually drains into either the sigmoid sinus, or the jugular bulb. It communicates with the basilar venous plexus anteriorly, and the occipital sinus posteriorly (the posterior union of the left and the right marginal sinus usually representing the commencement of the occipital sinus); it may form extracranial communications with the internal vertebral venous plexuses, or deep cervical veins.

",1
"The midsternal line is used to describe a part of the surface anatomy of the anterior thorax. The midsternal line runs vertical down the middle of the sternum.
It can be interpreted as a component of the median plane.
",1
"Molecular anatomy is the subspecialty of microscopic anatomy concerned with the identification and description of molecular structures of cells, tissues, and organs in an organism.

",1
"The motor system is the set of central and peripheral structures in the nervous system that support motor functions, i.e. movement. Peripheral structures may include skeletal muscles and neural connections with muscle tissues. Central structures include cerebral cortex, brainstem, spinal cord, pyramidal system including the upper motor neurons, extrapyramidal system, cerebellum, and the lower motor neurons in the brainstem and the spinal cord.The motor system is a biological system with close ties to the muscular system and the circulatory system. To achieve motor skill, the motor system must accommodate the working state of the muscles, whether hot or cold, stiff or loose, as well as physiological fatigue. 
",1
"A mucous membrane or mucosa is a membrane that lines various cavities in the body of an organism and covers the surface of internal organs. It consists of one or more layers of epithelial cells overlying a layer of loose connective tissue. It is mostly of endodermal origin and is continuous with the skin at body openings such as the eyes, eyelids, ears, inside the nose, inside the mouth, lips, the genital areas, the urethral opening and the anus. Some mucous membranes secrete mucus, a thick protective fluid. The function of the membrane is to stop pathogens and dirt from entering the body and to prevent bodily tissues from becoming dehydrated.
",1
"
",1
"The obturator process is an anatomical feature on the pelvis of archosaurs.
It is a raised area of the ischium bone of the pelvis. It is the origin of muscles that attach to the femur and aid in running. These muscles are called M. pubo-ischio-femoralis externus 1 and 2 in crocodylians. In birds the muscles are called the M. obturatorius lateralis and M. obturatorius medialis. They insert on the greater trochanter of the femur. See proximodorsal process
",1
"The Pan American Association of Anatomy (PAA) is a public, nonprofit, scientific organization that brings together professionals engaged in the study of Anatomy and related sciences in the American continent.


",1
"Pancreaticobiliary maljunction is a congenital malformation, in which the pancreatic and bile ducts join anatomically outside the duodenal wall, forming a markedly long common channel. This anomaly prevents normal control by the sphincter of Oddi located in the duodenal wall, allowing regurgitation of pancreatic juices into the biliary tract and possibly leading to a higher probability of pancreaticobiliary cancers.
",1
"The parasternal line is a vertical line on the front of the thorax. It is midway between the lateral sternal line and the mid-clavicular line.
",1
"Passavant's ridge is a mucous elevation situated behind the floor of the naso-pharynx.


",1
"Pelvic tilt is  the orientation of the pelvis in respect to the thighbones and the rest of the body. The pelvis can tilt towards the front, back, or either side of the body.
Anterior pelvic tilt and posterior pelvic tilt are very common abnormalities in regard to the orientation of the pelvis.
",1
"The petrolingual ligament lies at the posteroinferior aspect of the lateral wall of the cavernous sinus and marks the point at which the internal carotid artery enters the cavernous sinus.
Anatomically, the petrolingual ligament demarcates two of the segments of the internal carotid artery: 

The petrolingual ligament marks the end of the petrous section of the internal carotid artery.
The cavernous section of the internal carotid artery begins at the superior aspect of the petrolingual ligament.For surgeons and radiologists, it is important to be oriented to the location of this ligament in cases of possible dissection of the internal carotid artery, as it helps determine whether the dissection has occurred inside or outside the cavernous sinus.",1
"The pharyngeal artery is a branch of the ascending pharyngeal artery. The pharyngeal artery passes inferior-ward in between the superior margin of the superior pharyngeal constrictor muscle, and the levator veli palatini muscle. It issues branches to the constrictor muscles of the pharynx, the stylopharyngeus muscle, the pharyngotympanic tube, and palatine tonsil; a palatine branch may sometimes be present, replacing the ascending palatine branch of facial artery.

",1
"Postcoital bleeding (PCB) is non-menstrual vaginal bleeding that occurs during or after sexual intercourse. Though some causes are with associated pain, it is typically painless and frequently associated with intermenstrual bleeding.The bleeding can be from the uterus, cervix, vagina and other tissue or organs located near the vagina. Postcoital bleeding can be one of the first indications of cervical cancer. There are other reasons why vaginal bleeding may occur after intercourse. Some people will bleed after intercourse for the first time but others will not. The hymen may bleed if it is stretched since it is thin tissue. Other activities may have an effect on the vagina such as sports and tampon use. Postcoital bleeding may stop without treatment. In some instances, postcoital bleeding may resemble menstrual irregularities. Postcoital bleeding may occur throughout pregnancy. The presence of cervical polyps may result in postcoital bleeding during pregnancy because the tissue of the polyps is more easily damaged. Postcoital bleeding can be due to trauma after consensual and non-consensual sexual intercourse.A diagnosis to determine the cause will include obtaining a medical history and assessing the symptoms. Treatment is not always necessary.",1
"The posterior compartment of the thigh is one of the fascial compartments that contains the knee flexors and hip extensors known as the hamstring muscles, as well as vascular and nervous elements, particularly the sciatic nerve.
",1
"The posterior median line is a sagittal line on the posterior torso at the midline.
A similar term is ""vertebral line"", which defined by the spinous processes. However, this term is not in Terminologia Anatomica.
",1
"In anatomy, a potential space is a space between two adjacent structures that are normally pressed together (directly apposed). Many anatomic spaces are potential spaces, which means that they are potential rather than realized (with their realization being dynamic according to physiologic or pathophysiologic events). In other words, they are like an empty plastic bag that has not been opened (two walls collapsed against each other; no interior volume until opened) or a balloon that has not been inflated. The pleural space, between the visceral and parietal pleura of the lung, is a potential space. Though it only contains a small amount of fluid normally, it can sometimes accumulate fluid or air that widens the space. The pericardial space is another potential space that may fill with fluid (effusion) in certain disease states (e.g. pericarditis; a large pericardial effusion may result in cardiac tamponade).


",1
"In anatomy, the precordium or praecordium is the portion of the body over the heart and lower chest.Defined anatomically, it is the area of the anterior chest wall over the heart. It is therefore usually on the left side, except in conditions like dextrocardia, where the individual's heart is on the right side. In such a case, the precordium is on the right side as well.
The precordium is naturally a cardiac area of dullness. During examination of the chest, the percussion note will therefore be dull. In fact, this area only gives a resonant percussion note in hyperinflation, emphysema or tension pneumothorax.
Precordial chest pain can be an indication of a variety of illnesses, including costochondritis and viral pericarditis.
",1
"

Primal Pictures is a business established in 1991 that provides 3D graphic renderings of human anatomy, built using real scan data from the Visible Human Project, for use by healthcare students, educators, and medical professionals. It operates the Anatomy.tv online platform. In one study, Anatomy.tv was deemed the greatest value in undergraduate anatomy education ""since it had highest scores for effectiveness as well as the lowest scores for cost.""

",1
"In anatomy, a process (Latin: processus) is a projection or outgrowth of tissue from a larger body. For instance, in a vertebra, a process may serve for muscle attachment and leverage (as in the case of the transverse and spinous processes), or to fit (forming a synovial joint), with another vertebra (as in the case of the articular processes). The word is also used at the microanatomic level, where cells can have processes such as cilia or pedicels. Depending on the tissue, processes may also be called by other terms, such as apophysis, tubercle, or protuberance.
",1
"Prone position () is a body position in which the person lies flat with the chest down and the back up. In anatomical terms of location, the dorsal side is up, and the ventral side is down. The supine position is the 180° contrast.

",1
"A prosection is the dissection of a cadaver (human or animal) or part of a cadaver by an experienced anatomist in order to demonstrate for students anatomic structure. In a dissection, students learn by doing; in a prosection, students learn by either observing a dissection being performed by an experienced anatomist or examining a specimen that has already been dissected by an experienced anatomist (etymology: Latin pro- ""before"" + sectio ""a cutting"")A prosection may also refer to the dissected cadaver or cadaver part which is then reassembled and provided to students for review.",1
"Reinke's space is a potential space between the vocal ligament and the overlying mucosa. It is not an empty space, but contains cells, special fibers and extracellular matrix. It plays an important role in the vibration of the vocal cords. Edema of this space is called Reinke's edema.
",1
"In anatomy, rugae are a series of ridges produced by folding of the wall of an organ. Most commonly rugae refers to the gastric rugae of the internal surface of the stomach. 
",1
"In anatomical contexts, salpinx is used to refer to a type of tube. Per Terminologia Anatomica, the Latin term ""tuba"" is usually used to describe most tubes (after the Roman tuba, not the modern tuba), but the term ""salpinges"" and its adjectival derivatives are still sometimes used to describe the following two ""tubes"":
Fallopian tube (as in mesosalpinx, salpingitis and hydrosalpinx)
Eustachian tube (as in salpingopalatine fold, salpingopharyngeal fold, and salpingopharyngeus muscle)",1
"The sapheno-femoral junction (SFJ) is located at the saphenous opening within the groin and formed by the meeting of the great saphenous vein (GSV), common femoral vein and the superficial inguinal veins (confluens venosus subinguinalis). It is one of the distinctive points where a superficial vein meets a deep vein and at which incompetent valves may occur.

",1
"Sauropod neck posture is a subject occasionally debated among scientists, with some favoring postures closer to horizontal whilst others a more upright posture. Research has looked at various avenues of evidence and analysis including: attempting to reconstruct the neutral posture of their necks and estimating range of motion by studying the bones; attempting to reconstruct sauropod metabolism and the energy requirements of sustaining incredibly long necks in various postures; and comparing sauropod neck anatomy to those of living animals.",1
"The scapular line, also known as the linea scapularis, is a vertical line passing through the inferior angle of the scapula.It has been used in the evaluation of brachial plexus birth palsy.",1
